distance_km,turn_count,hour_of_day,day_of_week,hazard_count,avg_speed_limit,eta_minutes
8.7,250,4,5,0,50,49.42
2.99,152,11,5,0,50,18.42
32.98,330,12,5,0,50,74.5
4.05,51,16,5,0,50,19.67
2.24,49,17,5,0,50,13.75
7.59,363,2,6,0,50,78.8
31.81,132,6,6,0,50,51.77
3.54,132,8,6,0,50,20.42
2.17,62,9,6,0,50,10.03
1.88,62,10,6,0,50,10.33
2.4,66,17,6,0,50,13.0
1.66,100,1,0,0,50,11.5
1.51,90,3,0,0,50,16.08
1.45,45,5,0,0,50,9.58
2.28,59,6,0,0,50,13.33
5.89,195,9,0,0,50,50.45
1.94,51,13,0,0,50,11.0
1.68,71,21,0,0,50,10.85
1.5,43,5,1,0,50,7.5
0.91,37,10,1,0,50,7.5
0.94,65,10,1,0,50,8.92
2.46,78,14,1,0,50,12.9
7.35,51,0,2,0,50,30.53
4.36,55,3,2,0,50,10.58
1.53,47,3,2,0,50,8.58
1.83,55,5,2,0,50,10.33
3.07,138,6,2,0,50,30.83
3.43,127,11,2,0,50,24.92
34.2,212,12,2,0,50,69.08
36.94,276,14,2,0,50,70.6
9.87,431,4,3,0,50,63.83
3.3,226,9,3,0,50,34.3
8.92,346,11,3,0,50,59.17
1.51,36,3,4,0,50,8.17
3.77,137,5,4,0,50,20.47
3.51,148,10,4,0,50,31.83
1.49,34,11,4,0,50,5.93
15.19,584,8,5,0,50,93.67
13.06,396,12,5,0,50,96.32
4.7,79,3,6,0,50,22.33
38.95,105,4,6,0,50,51.75
34.28,355,5,6,0,50,82.45
1.27,41,9,6,0,50,7.78
4.65,292,10,6,0,50,39.7
1.13,34,2,0,0,50,6.17
1.15,27,3,0,0,50,5.35
3.5,96,3,0,0,50,16.6
1.68,57,8,0,0,50,7.92
1.02,43,9,0,0,50,7.27
1.09,41,10,0,0,50,7.93
1.54,32,20,0,0,50,6.42
1.48,37,3,1,0,50,8.37
2.33,48,8,1,0,50,6.83
0.98,41,9,1,0,50,7.33
0.9,25,10,1,0,50,6.28
1.64,67,19,1,0,50,12.42
1.41,30,12,2,0,50,6.5
1.59,46,18,2,0,50,9.45
1.51,31,2,3,0,50,7.33
1.53,61,3,3,0,50,8.52
1.7,73,3,3,0,50,14.35
3.49,171,4,3,0,50,31.45
1.49,36,6,3,0,50,7.5
2.6,55,19,3,0,50,13.33
2.01,46,1,4,0,50,16.7
1.4,85,10,4,0,50,13.25
1.2,34,5,5,0,50,6.58
2.43,56,18,5,0,50,14.0
2.5,54,2,6,0,50,13.0
1.56,29,22,6,0,50,7.08
1.56,42,6,0,0,50,7.83
1.51,80,9,0,0,50,13.5
0.97,35,10,0,0,50,7.13
1.78,53,10,0,0,50,9.75
2.3,83,17,0,0,50,16.35
2.89,133,1,1,0,50,26.33
5.32,181,4,1,0,50,43.17
2.08,58,5,1,0,50,18.08
1.92,75,7,1,0,50,11.42
1.67,51,8,1,0,50,9.92
1.7,58,9,1,0,50,10.92
1.56,38,19,1,0,50,8.17
1.7,49,5,2,0,50,8.5
5.83,162,10,2,0,50,39.67
3.17,68,11,2,0,50,14.83
0.85,39,16,2,0,50,5.92
2.34,136,1,3,0,50,25.42
1.53,70,3,3,0,50,14.17
3.17,86,10,3,0,50,11.67
1.85,69,1,4,0,50,12.17
2.34,76,5,6,0,50,15.17
2.48,94,7,6,0,50,18.57
0.97,37,9,6,0,50,7.25
0.8,40,9,6,0,50,6.02
4.16,98,12,6,0,50,29.08
2.57,87,13,6,0,50,14.38
1.86,139,22,6,0,50,16.42
1.53,49,6,0,0,50,8.08
1.78,74,8,0,0,50,12.75
3.73,155,9,0,0,50,30.12
1.74,67,10,0,0,50,11.17
1.72,57,9,1,0,50,11.67
1.86,60,10,1,0,50,12.1
2.14,102,11,1,0,50,12.92
1.43,66,17,1,0,50,9.33
1.6,31,1,2,0,50,7.83
1.46,36,2,2,0,50,7.17
1.43,33,12,2,0,50,7.58
1.48,22,21,2,0,50,9.5
1.78,49,4,3,0,50,7.67
0.99,22,8,3,0,50,5.17
0.83,40,10,3,0,50,6.07
1.3,65,13,3,0,50,7.83
42.33,341,23,3,0,50,103.33
9.8,420,10,4,0,50,60.6
2.59,226,1,5,0,50,30.75
2.24,127,6,5,0,50,16.08
12.33,592,7,5,0,50,91.47
30.61,136,12,5,0,50,45.5
5.0,205,9,6,0,50,47.25
2.37,145,21,6,0,50,21.08
3.25,130,9,0,0,50,22.73
1.27,51,11,0,0,50,11.83
2.18,46,14,0,0,50,9.52
2.14,50,19,0,0,50,11.58
4.2,201,9,1,0,50,33.57
0.86,34,10,1,0,50,5.95
1.62,111,17,1,0,50,16.17
1.44,36,8,2,0,50,7.08
3.58,71,8,2,0,50,15.85
10.08,715,9,2,0,50,116.42
2.59,183,12,2,0,50,28.88
4.72,221,4,3,0,50,40.92
5.3,61,11,3,0,50,12.08
2.74,105,3,5,0,50,18.25
0.74,57,5,5,0,50,6.9
3.52,121,6,5,0,50,23.12
0.73,37,7,5,0,50,5.42
3.59,136,8,5,0,50,24.62
11.54,242,9,5,0,50,50.82
0.58,64,11,5,0,50,6.68
0.89,74,11,5,0,50,10.35
7.91,142,12,5,0,50,24.85
1.49,36,17,5,0,50,7.0
2.36,79,9,6,0,50,13.25
1.29,53,10,6,0,50,8.28
1.0,36,11,6,0,50,5.42
2.75,101,11,6,0,50,16.87
1.48,44,19,6,0,50,8.75
1.7,67,3,1,0,50,11.33
3.83,125,4,1,0,50,31.25
2.29,61,5,1,0,50,16.17
0.66,35,6,1,0,50,6.25
1.38,42,8,1,0,50,7.08
3.22,310,9,1,0,50,37.2
1.55,32,6,2,0,50,7.0
4.86,263,9,2,0,50,54.33
1.1,61,11,2,0,50,8.12
1.59,51,12,2,0,50,8.85
2.69,94,14,2,0,50,24.03
0.72,42,16,2,0,50,6.92
1.5,53,9,3,0,50,9.33
1.77,62,10,3,0,50,15.6
68.69,342,11,3,0,50,115.5
30.78,85,1,4,0,50,46.75
1.47,40,3,4,0,50,8.5
2.57,114,4,4,0,50,19.75
2.48,96,5,4,0,50,15.17
1.8,83,9,4,0,50,12.75
0.85,35,9,4,0,50,5.42
1.17,29,10,4,0,50,6.8
1.69,83,13,4,0,50,12.83
1.89,48,18,4,0,50,8.0
1.44,111,6,5,0,50,17.08
1.05,49,13,5,0,50,6.97
1.63,49,17,5,0,50,14.33
1.62,73,7,6,0,50,11.67
3.89,235,8,6,0,50,36.07
1.19,65,9,6,0,50,8.2
1.56,31,16,6,0,50,9.0
1.83,113,6,0,0,50,15.25
1.78,78,9,0,0,50,11.92
2.43,77,10,0,0,50,16.12
0.99,53,11,0,0,50,9.38
2.48,120,13,0,0,50,17.75
9.76,164,0,1,0,50,42.83
8.26,112,2,1,0,50,25.75
0.93,28,3,1,0,50,10.28
2.37,52,5,1,0,50,14.27
1.96,51,7,1,0,50,18.02
4.22,304,9,1,0,50,46.78
1.13,29,14,1,0,50,6.08
2.31,87,14,1,0,50,20.1
1.8,43,17,1,0,50,10.25
1.75,33,6,2,0,50,7.25
1.89,81,9,2,0,50,13.15
3.09,99,10,2,0,50,17.33
3.01,66,14,2,0,50,14.0
1.47,43,22,2,0,50,8.0
1.55,48,1,3,0,50,7.42
3.95,154,2,3,0,50,25.08
1.4,73,6,3,0,50,11.67
8.0,152,8,3,0,50,28.92
9.83,310,14,3,0,50,59.12
9.11,109,22,3,0,50,22.83
1.55,38,7,4,0,50,7.5
1.6,45,22,4,0,50,9.83
45.74,563,1,5,0,50,160.45
17.3,503,8,5,0,50,96.08
29.78,376,6,6,0,50,106.92
0.88,69,9,6,0,50,9.92
0.87,43,11,6,0,50,7.42
1.71,27,16,6,0,50,7.43
1.75,61,5,0,0,50,9.77
3.12,83,7,0,0,50,16.25
1.74,70,10,0,0,50,12.98
2.18,62,12,0,0,50,19.12
1.48,33,18,0,0,50,7.08
6.19,176,5,1,0,50,25.42
3.6,66,6,1,0,50,24.53
1.75,32,10,1,0,50,10.08
1.52,50,10,1,0,50,9.13
0.97,46,14,1,0,50,6.83
0.83,25,14,1,0,50,5.3
1.52,51,16,1,0,50,11.13
28.71,541,21,1,0,50,109.33
6.19,167,0,2,0,50,31.5
3.4,99,6,2,0,50,14.25
1.78,64,9,2,0,50,12.2
2.44,99,10,2,0,50,18.5
1.18,46,11,2,0,50,8.25
1.4,53,0,3,0,50,6.2
1.48,23,2,3,0,50,7.58
2.94,49,3,3,0,50,12.18
0.96,46,9,3,0,50,7.83
1.44,36,11,3,0,50,7.17
1.68,53,0,4,0,50,9.33
1.2,18,1,4,0,50,5.57
1.05,18,3,4,0,50,5.33
1.41,40,5,4,0,50,6.58
1.23,46,6,4,0,50,7.17
1.8,66,10,4,0,50,11.17
1.25,52,11,4,0,50,9.0
3.95,224,14,4,0,50,31.75
1.29,61,2,5,0,50,9.1
1.62,33,3,5,0,50,7.83
2.82,67,4,5,0,50,21.0
2.28,55,6,5,0,50,8.75
4.25,139,14,5,0,50,25.17
1.99,38,10,6,0,50,12.67
2.67,137,9,0,0,50,31.17
1.56,55,14,0,0,50,11.93
3.69,89,4,1,0,50,16.35
3.1,38,5,1,0,50,11.18
5.9,155,9,1,0,50,32.77
2.84,72,10,1,0,50,13.95
7.42,238,13,1,0,50,60.48
1.92,92,23,1,0,50,13.92
1.6,23,7,2,0,50,6.42
2.37,99,9,2,0,50,15.0
1.26,46,21,2,0,50,6.78
1.75,47,4,3,0,50,9.67
43.34,265,8,3,0,50,87.58
26.8,412,15,3,0,50,71.92
5.78,152,10,4,0,50,26.17
4.12,132,2,5,0,50,37.42
1.41,52,10,5,0,50,7.77
8.13,198,0,6,0,50,36.83
14.05,88,1,6,0,50,23.0
3.59,147,2,6,0,50,27.63
49.43,502,3,6,0,50,112.0
50.93,429,8,6,0,50,114.08
3.61,251,11,6,0,50,40.58
3.97,264,13,6,0,50,36.82
34.34,442,1,0,0,50,94.0
2.55,79,7,0,0,50,14.67
33.73,142,7,0,0,50,50.67
2.33,57,10,0,0,50,15.92
1.66,66,17,0,0,50,10.67
8.15,509,17,0,0,50,81.58
2.54,51,4,1,0,50,15.42
1.49,56,9,1,0,50,9.75
2.37,125,10,1,0,50,17.42
1.84,58,10,1,0,50,9.83
1.14,29,13,1,0,50,6.25
1.7,34,14,1,0,50,9.0
1.37,79,4,2,0,50,13.6
0.79,58,17,2,0,50,7.58
10.91,539,2,3,0,50,79.52
16.95,885,5,3,0,50,145.15
4.95,230,2,4,0,50,36.08
1.59,53,3,4,0,50,10.2
3.47,159,4,4,0,50,22.25
3.99,138,4,5,0,50,23.77
1.02,40,9,5,0,50,7.0
1.31,65,9,5,0,50,10.03
9.49,218,2,6,0,50,59.42
21.06,215,4,6,0,50,48.85
19.25,469,6,6,0,50,80.98
1.54,64,5,3,0,50,8.87
8.15,233,10,3,0,50,37.6
6.51,224,23,3,0,50,42.23
2.25,120,1,4,0,50,17.5
2.03,68,5,4,0,50,12.3
3.24,285,6,4,0,50,27.13
18.5,900,23,4,0,50,211.8
15.68,377,10,5,0,50,82.65
13.07,175,23,5,0,50,40.62
16.41,301,2,6,0,50,51.0
6.22,235,6,6,0,50,40.17
11.48,305,8,6,0,50,48.2
6.31,324,23,6,0,50,46.53
5.21,401,4,0,0,50,47.63
1.04,90,11,0,0,50,11.52
6.67,401,11,0,0,50,54.43
6.28,251,23,0,0,50,27.48
1.11,63,23,0,0,50,9.5
0.73,32,10,1,0,50,5.28
2.4,98,10,1,0,50,15.47
4.71,107,13,1,0,50,20.67
4.12,160,23,1,0,50,19.87
3.22,146,23,1,0,50,24.95
6.36,211,11,2,0,50,30.07
6.51,290,23,2,0,50,41.8
2.05,77,5,3,0,50,14.32
1.8,41,8,3,0,50,7.98
5.9,140,13,3,0,50,28.87
6.72,296,23,3,0,50,40.37
1.03,69,5,4,0,50,7.95
8.51,302,6,4,0,50,51.6
1.25,82,7,4,0,50,9.22
11.11,176,0,5,0,50,35.28
2.3,75,1,5,0,50,12.35
12.95,584,3,5,0,50,91.22
11.49,167,5,5,0,50,32.02
1.06,110,6,5,0,50,12.13
0.7,38,8,5,0,50,8.4
5.74,131,0,0,0,50,29.07
5.58,109,13,0,0,50,33.37
6.41,271,23,0,0,50,55.8
2.39,84,5,1,0,50,15.47
3.11,220,6,1,0,50,30.57
4.54,272,12,1,0,50,38.72
7.72,310,13,1,0,50,53.5
7.85,291,23,1,0,50,58.13
10.02,519,11,2,0,50,97.27
2.37,143,5,3,0,50,21.97
5.88,158,13,3,0,50,30.33
6.78,386,23,3,0,50,43.28
4.06,283,3,4,0,50,44.08
3.64,153,10,4,0,50,38.93
3.64,160,13,4,0,50,27.12
7.22,437,16,4,0,50,46.43
6.99,302,3,5,0,50,63.72
7.61,213,7,5,0,50,38.25
16.98,1026,9,5,0,50,134.38
12.73,435,3,6,0,50,78.48
11.73,406,8,6,0,50,68.03
7.67,279,23,0,0,50,42.05
6.42,223,23,1,0,50,39.5
2.55,94,6,2,0,50,22.88
1.71,38,6,2,0,50,10.93
1.96,89,7,2,0,50,13.7
5.75,190,12,2,0,50,29.23
0.91,10,23,2,0,50,9.82
5.32,95,0,3,0,50,26.48
5.94,198,12,3,0,50,25.02
7.48,219,23,3,0,50,46.43
6.26,146,14,4,0,50,28.6
7.94,255,0,5,0,50,49.38
19.93,629,3,5,0,50,122.02
14.17,940,7,5,0,50,144.12
10.72,456,3,6,0,50,74.25
16.12,749,4,6,0,50,150.6
7.53,197,0,0,0,50,36.3
4.74,277,4,0,0,50,46.88
1.17,62,10,0,0,50,8.83
5.88,142,23,0,0,50,37.8
1.17,63,0,1,0,50,8.13
6.45,230,13,1,0,50,40.77
8.42,300,23,1,0,50,42.4
3.45,104,10,2,0,50,16.4
10.48,560,13,2,0,50,79.47
6.52,228,12,3,0,50,59.98
8.33,257,23,3,0,50,58.08
3.21,131,10,0,0,50,25.23
3.1,160,13,0,0,50,27.62
5.69,75,0,1,0,50,25.97
5.66,83,14,1,0,50,20.67
5.71,83,0,2,0,50,28.78
5.82,114,11,2,0,50,25.65
5.79,84,23,2,0,50,39.27
2.24,97,5,3,0,50,15.35
1.06,47,6,3,0,50,5.98
1.85,75,7,3,0,50,7.18
5.94,180,14,3,0,50,35.33
7.79,133,0,4,0,50,47.37
4.39,198,3,4,0,50,23.55
5.7,169,14,4,0,50,25.37
11.22,182,23,4,0,50,56.9
15.76,560,1,5,0,50,88.18
9.23,236,3,5,0,50,43.37
1.26,48,8,5,0,50,5.13
10.39,365,3,6,0,50,56.2
9.74,440,9,6,0,50,86.82
5.92,138,13,6,0,50,24.77
5.81,89,0,0,0,50,29.63
6.23,172,14,0,0,50,41.98
8.46,199,0,1,0,50,50.42
23.58,249,1,1,0,50,63.38
36.41,1309,5,1,0,50,231.32
7.28,333,13,1,0,50,55.85
8.36,255,0,2,0,50,53.63
6.5,242,9,2,0,50,31.47
8.24,286,0,3,0,50,46.18
0.62,45,11,3,0,50,6.57
7.08,324,11,3,0,50,50.57
8.27,210,0,4,0,50,48.83
0.91,58,5,4,0,50,9.08
6.6,172,14,4,0,50,38.63
11.07,701,9,5,0,50,98.4
6.24,141,8,6,0,50,42.45
3.52,136,11,6,0,50,19.45
5.8,116,23,6,0,50,35.42
2.03,164,0,4,0,50,16.03
2.24,72,0,4,0,50,14.33
14.07,84,11,4,0,50,23.13
8.3,245,13,4,0,50,45.28
2.12,45,17,4,0,50,7.52
21.37,794,7,5,0,50,108.52
1.25,126,11,5,0,50,12.72
8.88,335,12,5,0,50,45.3
5.06,254,2,6,0,50,30.7
23.35,1315,4,6,0,50,199.05
17.61,1091,8,6,0,50,169.93
2.12,53,23,6,0,50,14.4
15.62,825,10,0,0,50,132.67
1.85,165,14,0,0,50,18.13
1.12,51,0,1,0,50,5.78
1.04,59,0,1,0,50,10.48
9.73,444,10,1,0,50,74.78
2.24,175,12,1,0,50,24.37
1.29,69,0,2,0,50,8.68
1.06,64,0,2,0,50,10.85
9.6,449,9,2,0,50,58.98
3.79,57,0,3,0,50,14.07
0.91,45,0,3,0,50,8.7
12.71,741,10,3,0,50,133.13
2.05,122,0,4,0,50,13.75
3.34,49,3,4,0,50,17.52
8.69,283,10,4,0,50,52.62
0.56,64,11,4,0,50,6.52
11.93,89,1,5,0,50,28.83
11.17,640,1,5,0,50,95.87
17.04,593,3,5,0,50,124.28
55.14,899,5,5,0,50,187.65
5.04,348,9,5,0,50,53.8
11.53,542,10,5,0,50,82.3
3.88,324,16,5,0,50,38.6
4.47,286,7,6,0,50,43.37
2.35,122,0,0,0,50,15.08
10.88,718,10,0,0,50,120.67
0.58,38,0,1,0,50,6.58
13.14,426,11,1,0,50,77.25
2.25,115,0,3,0,50,18.0
1.32,47,0,3,0,50,10.08
18.71,607,10,3,0,50,114.5
2.98,208,23,3,0,50,24.58
0.61,19,3,4,0,50,6.17
1.14,69,3,4,0,50,9.75
8.84,255,12,4,0,50,46.58
17.75,402,3,6,0,50,76.0
27.02,1105,5,6,0,50,169.42
22.96,1090,8,6,0,50,204.83
14.87,930,10,0,0,50,155.83
1.14,98,0,1,0,50,11.67
3.4,233,6,1,0,50,39.75
12.8,635,10,1,0,50,102.83
0.99,68,0,2,0,50,10.75
5.49,258,3,2,0,50,43.33
10.85,296,11,2,0,50,53.67
11.99,759,13,2,0,50,118.92
1.82,121,0,3,0,50,13.83
0.67,33,0,3,0,50,7.5
0.95,48,3,3,0,50,7.92
11.33,605,10,3,0,50,94.08
1.8,83,0,4,0,50,11.18
0.68,43,0,4,0,50,7.42
18.57,666,3,4,0,50,122.5
13.95,545,6,4,0,50,81.5
10.53,428,11,4,0,50,74.08
9.16,568,2,5,0,50,83.43
2.78,152,3,5,0,50,16.5
8.18,220,7,5,0,50,56.25
10.16,293,13,5,0,50,63.92
13.76,744,3,6,0,50,133.75
5.8,394,6,6,0,50,64.68
14.88,529,8,6,0,50,96.9
5.9,163,10,6,0,50,40.27
1.4,62,23,6,0,50,9.58
0.97,71,0,0,0,50,9.58
3.61,216,3,0,0,50,37.33
11.03,370,10,0,0,50,74.17
6.63,513,12,0,0,50,70.0
2.32,128,0,1,0,50,15.25
9.01,302,11,1,0,50,50.17
2.19,116,0,2,0,50,13.33
13.6,662,13,2,0,50,96.0
1.66,65,0,3,0,50,11.67
5.04,373,3,3,0,50,49.42
9.19,191,14,3,0,50,40.83
2.4,44,0,4,0,50,8.83
0.86,63,0,4,0,50,9.08
8.87,271,11,4,0,50,49.02
3.58,168,5,5,0,50,21.83
21.17,1159,8,5,0,50,203.33
4.19,297,11,6,0,50,42.75
1.92,125,0,0,0,50,15.42
1.24,106,0,0,0,50,14.08
14.75,870,10,0,0,50,150.42
1.73,93,23,0,0,50,12.0
2.33,97,4,1,0,50,15.67
9.94,374,10,1,0,50,78.03
4.06,286,23,1,0,50,39.17
1.23,79,0,2,0,50,11.42
1.07,49,4,2,0,50,12.33
10.55,480,11,2,0,50,92.75
2.39,107,23,2,0,50,18.83
1.23,79,0,3,0,50,12.83
1.12,70,4,3,0,50,13.17
11.44,414,10,3,0,50,85.5
3.21,214,23,3,0,50,31.0
1.58,64,0,4,0,50,12.33
0.64,43,3,4,0,50,6.0
8.97,226,13,4,0,50,53.67
5.34,224,4,5,0,50,47.42
6.62,333,5,5,0,50,58.42
0.8,76,6,5,0,50,9.42
3.51,95,7,5,0,50,19.67
18.94,1086,8,5,0,50,160.35
11.2,333,11,5,0,50,81.32
18.84,656,9,6,0,50,107.17
2.46,78,23,6,0,50,18.83
1.64,107,3,0,0,50,15.42
1.28,87,4,0,0,50,14.83
9.18,253,10,0,0,50,53.58
1.95,63,0,1,0,50,8.5
1.27,92,0,1,0,50,14.67
2.7,169,3,1,0,50,31.92
9.45,308,10,1,0,50,59.0
3.24,71,23,1,0,50,24.08
16.14,619,9,2,0,50,113.5
2.29,55,0,3,0,50,8.42
3.57,209,3,3,0,50,36.33
24.26,1488,10,3,0,50,224.5
3.0,199,23,3,0,50,25.33
2.18,67,0,4,0,50,12.42
0.73,36,3,4,0,50,8.75
12.33,421,12,4,0,50,74.5
13.01,392,1,5,0,50,72.5
13.82,480,3,5,0,50,89.75
10.33,403,5,5,0,50,75.25
19.02,347,6,5,0,50,75.58
3.02,139,9,5,0,50,17.25
1.33,105,9,5,0,50,13.63
4.29,60,5,6,0,50,7.83
8.89,315,5,6,0,50,51.67
32.79,1743,6,6,0,50,231.52
0.73,44,0,0,0,50,6.1
10.14,390,10,0,0,50,64.75
0.89,42,0,1,0,50,6.42
2.57,15,11,1,0,50,5.75
0.89,62,4,2,0,50,8.5
8.48,144,12,4,0,50,33.17
12.43,241,10,5,0,50,55.03
7.21,287,8,2,0,50,40.92
8.09,234,10,3,0,50,49.75
2.94,66,0,4,0,50,15.58
0.84,42,0,4,0,50,9.33
16.46,501,5,4,0,50,82.0
12.1,459,11,4,0,50,75.42
4.57,109,12,4,0,50,32.33
5.25,171,23,4,0,50,24.92
0.87,66,0,0,0,50,6.87
10.86,328,10,0,0,50,45.0
1.54,62,10,1,0,50,7.55
9.8,207,10,1,0,50,38.35
2.73,302,11,1,0,50,32.52
1.71,45,5,2,0,50,14.92
9.75,383,11,2,0,50,52.48
8.76,142,10,3,0,50,33.73
1.54,113,11,3,0,50,13.32
7.47,275,13,3,0,50,35.07
15.68,379,4,4,0,50,60.9
2.05,73,6,4,0,50,13.88
0.58,17,2,5,0,50,6.6
2.59,74,2,5,0,50,14.12
20.39,79,7,5,0,50,22.88
6.97,245,8,5,0,50,33.47
2.06,195,4,6,0,50,24.53
1.24,67,9,6,0,50,7.35
1.77,6,12,0,0,50,8.8
4.71,113,6,1,0,50,27.73
2.05,131,7,2,0,50,18.1
15.87,926,11,2,0,50,99.95
2.4,75,5,3,0,50,8.53
27.96,379,7,3,0,50,81.12
6.15,206,9,3,0,50,28.97
33.65,154,11,3,0,50,51.45
1.34,93,5,4,0,50,12.47
1.13,85,8,4,0,50,10.27
0.97,90,10,4,0,50,7.68
29.59,143,23,4,0,50,28.97
97.82,316,0,5,0,50,98.93
14.74,174,4,5,0,50,39.05
4.31,51,6,5,0,50,10.88
8.05,7,6,5,0,50,5.38
2.07,209,14,5,0,50,22.3
13.8,478,10,6,0,50,76.05
1.85,57,0,0,0,50,11.03
0.61,56,0,0,0,50,5.15
